ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria","Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text
143,Sim,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,,11,17,70,
147,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,,10,10,50,
149,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Tanto que me ajudou a tomar a decisão da aposentadoria ,19,15,85,ajudar tomar decisao
151,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,"O simulador é ótimo, mas as informações não são f¿áceis de interpretar. No meu caso, por exemplo, que tenho 49 anos de serviço público, e tenho direito adquirido a qualquer das 7 simulações, somente consigo interpretar os resultados tendo lido a  Portaria SGP/SEDGG/ME Nº 10.360, de 6 de dezembro de 2022. Sem essas informações da Portaria fica complicada simplesmente pegar os dados extraídos.
Na prática qualquer servidor vai ter dúvida sobre qual opção poderá escolher para sua aposentadoria. ",17,17,85,informacao acel interpretar ano publico direito adquirir consigo interpretar resultado ler portaria sgp sedgg dezembro informacao portaria complicado simplesmente dado extrair pratica duvida opcao escolher
152,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,"Já averbei meu tempo de serviço em outros órgãos públicos, no entanto falta ser computado no simulador. O tempo aparece no CNIS e na CTPS digital,  mas não aparece no simulador. ",8,17,"62,5",averbar outro orgao publico entanto faltar computar aparecer cnis ctps digital aparecer
153,Sim,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Não posso respeitar um simulador que não respeita o servidor PCD. vindo de um governo que se diz inclusivo é um falha gritante. Mas como nenhum governo não diferencia nem a progressão funcional do servidor PCD quem dirá a aposentadoria. Na hora certa eu sei que terei que ir pra justiça. Isto nunca vai mudar.,8,12,50,respeitar respeitar pcd vir governo inclusivo falha gritante nenhum governo diferenciar progressao funcional pcd dir hora certo pra justica mudar
154,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,,14,13,"67,5",
157,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,18,95,
160,Sim,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,16,19,"87,5",
161,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,,14,18,80,
162,Sim,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,"Campo para incluir tempo de serviço fora do serviço público ou puxar dados da RF, ministério do Trabalho oi Previdência.
Quadro comparativo com vantagens e desvantagens dos diferentes possibilidades de aposentadoria.",5,8,"32,5",campo incluir publico puxar dado ministerio trabalho previdencia quadro comparativo vantagem desvantagem diferentes possibilidade
163,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,"Gostei muito de ter acesso ao simulador de aposentadoria. Mas onde recorrer em caso de dúvidas. Então temos uma ótima ferramenta, mas gostaria que tivéssemos um suporte as dúvidas referentes a simulação efetuada. Obrigado. ",14,11,"62,5",gostar acesso recorrer duvida otimo ferramenta gostar suporte duvida referente efetuar obrigar
164,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,"A dificuldade não foi de uso, mas de entendimento da parte legal.",14,17,"77,5",dificuldade uso entendimento legal
166,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,,14,16,75,
168,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Gostaria de constar os descartes para que pudéssemos fazer um comparativo entre as diversas variáveis de aposentadoria. Precisamos de ter claramente qual o diploma legal mais vantajoso para nossa aposentadoria voluntária,10,9,"47,5",gostar constar descarte pudesser comparativo diverso variavel precisar claramente diploma legal vantajoso voluntario
169,Sim,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,O Simulador tem ser mais explicativo ao ponto de qualquer servidor de qualquer qualquer seja capaz de compreender os mínimos detalhes envolvido. Um bom sistema de ajuda e faq embutido no app ajudaria muito. Já seria um bom começo.,4,8,30,explicativo capaz compreender minimo detalhe envolver ajuda faq embuter app ajudar comeco
170,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,"Faltou constar o valor do Benefício Especial. Também deveria levar em conta as ações judiciais, com incorporação de valores automático, ou de uma forma mais fácil e ágil....",14,17,"77,5",faltar constar beneficio especial levar conta acao judicial incorporacao automatico facil agil
171,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo totalmente,1,Discordo totalmente,1,Tem que permitir incluir tempo de CTC do RGPS ou de outro regime.,7,14,"52,5",permitir incluir ctc rgps outro regime
172,Sim,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Usei. Muito bom.,16,16,80,usei
178,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,20,100,
179,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Discordo totalmente,1,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,13,19,80,
181,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,16,16,80,
183,Sim,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,,2,10,30,
185,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,,15,13,70,
190,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,Realizei a migração de regime e gostaria que o simulador de aposentadoria fizesse o cálculo do Benefício especial - BE. ,10,18,70,realizeir migracao regime gostar fizesse calculo beneficio especial
191,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,20,100,
192,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Simplesmente não funciona. 
Uma vergonha que uma Máquina Pública caríssima como a brasileira não tenha desenvolvido ainda um
simulador de aposentadoria que funcione. Enquanto a Índia pousa uma sonda no ligar maia difícil da Lua o Brasil não consegue fazer um simulador de aposentadoria que funcione. Lastimável!",2,16,45,simplesmente funcionar vergonha maquina publico carissimo brasileira desenvolver funcione india pousar sonda ligar maia dificil lua brasil conseguir funcione lastimavel
193,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Sugiro deixar claro para o usuário como é estabelecido o índice de reajuste. 
De onde vem esse valor?... Explicar essa fonte ajuda a compreender como os cálculos são feitos. 

Também, sugiro incluir:
- exemplo ( pelo menos um)  de como vai ser calculada a ""renda líquida""  do aposentado. 
-O que (quais  itens) ser(ão) descontado(s) na folha em cada caso simulado?  Pelo que entendi, o que aparece como valor reajustado é a renda bruta.,, Acertei???? Fiquei com dúvidas...",16,20,90,sugiro deixar claro usuario estabelecer indice reajuste vir explicar fonte ajudar compreender calculo sugiro incluir calcular renda liquido aposentado item descontado folha entendi aparecer reajustar renda bruto acertar fiquei duvida
197,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,19,20,"97,5",
199,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,18,15,"82,5",
204,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,20,100,
207,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Não,15,11,65,
209,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,20,100,
211,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Estávamos precisando demais dessa ferramenta. Muito obrigada ,20,20,100,precisar ferramenta
214,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,"Apresentar além das datas prováveis para aposentadoria, uma estimativa do salário a ser recebido pelo servidor na aposentadoria, mesmo quando ainda faltar relativamente muito para a data da aposentadoria chegar (por exemplo, quando falta ainda uns 10 anos para a aposentadoria). O servidor passará a ter condições melhores de se programar para aposentar quando tiver uma estimativa do valor do salário que irá receber. Obrigado e saudações.  ",18,17,"87,5",data provavel estimativa salario receber faltar relativamente data chegar faltar ano passar condicao programar estimativa salario receber obrigar saudacao
215,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,O simulador é uma ótima iniciativa,20,20,100,otimo iniciativa
217,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,15,17,80,
218,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,19,20,"97,5",
219,Sim,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,"As funções do simulador em si são simples de serem usadas, mas faltam muitas informações. Ou seja, achei muito vago. No meu caso, três opções para aposentadoria integral sem nenhuma explicação. 
Outra coisa, como fica o tempo averbado para fins de aposentadoria? Isso será considerado numa atualização? É um dado que praia estar disponível no sougov, o tempo total que já foi averbado para que o cálculo seja condizente. 
Agradeço a iniciativa! É um tema de muito interesse, que precisamos entender.",12,18,75,funcao simples faltar informacao vago opcao integral nenhum explicacao outro averbado considerar atualizacao dado praia disponivel sougov total averbar calculo condizente agradeco iniciativa tema interesse precisar entender
220,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Achei excelente....muito bom mesmo Parabéns!!!!,20,12,80,excelente parabens
224,Sim,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,,12,17,"72,5",
227,Sim,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Deveria estar um texto disponível explicando, com mais detalhes, as opções legais de aposentadoria do servidor público ou então, um vídeo explicativo para melhor esclarecimento da ferramenta ",4,0,10,texto disponivel explicar detalhe opcao legal publico video explicativo esclarecimento ferramenta
