ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria",comments,X,Y,sus,clean_text
312,5,5,2,5,3,1,5,2,5,1,"Eu gostaria que tivesse jeito de colocar o tempo de contribuição pelo regime geral de previdência para somar com o regime próprio. Isso porque eu não averbei o RGP porque não consigo fazer as contas do que seria mais vantajoso para mim, quanto tempo aproveitar. A possibilidade de poder simular esse tempo junto com o RPP me ajudaria muito na tomada de decisão. ",15,11,65.0,gostar jeito colocar contribuicao regime previdencia somar regime averbar rgp consigir conta vantajoso aproveitar possibilidade junto rpp ajudar tomada decisao
313,5,1,5,2,3,2,1,1,5,1,,14,18,80.0,
315,3,2,4,2,5,3,5,2,4,2,"Não sei como seria a forma, mas acredito que deveria ficar mais evidenciado a possibilidade de usar o descarte legal de contribuições. A possibilidade de aumentar o valor do benefício incial do benefício de aposentadoria, em muitos casos, é expressivo.",16,14,75.0,acreditar evidenciar possibilidade descarte legal contribuicao possibilidade aumentar beneficio incial beneficio expressivo
318,4,4,4,4,3,1,5,1,5,1,,16,14,75.0,
324,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
326,1,1,1,1,1,1,1,1,1,1,,0,20,50.0,
327,1,1,4,1,1,5,5,1,1,1,,7,16,57.5,
328,4,1,4,2,4,2,4,1,3,1,,14,18,80.0,
330,2,2,1,3,1,5,1,4,1,3,Lamento. Mas a funcionalidade só é útil para quem possui idade para se aposentar. ,1,8,22.5,lamento funcionalidade util possuir idade
333,4,3,5,3,4,4,5,1,4,1,"Faltou colocar memoria de calculo de tempo averbado e simulação do impacto dessa memoria de calculo no valor do beneficio.

Faltou simular o valor do beneficio mesmo para quem ainda não tem direito a aposentadoria. ",17,13,75.0,faltar colocar memoria calculo averbado impacto memoria calculo beneficio faltar beneficio direito
335,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
338,4,5,1,5,3,5,1,5,1,3,,5,2,17.5,
339,4,4,2,3,3,4,3,4,2,3,"O simulador não conseguiu fazer a simulação no meu caso. Durante o processo ele forneceu uma data prevista de aposentadoria, mas ao final da simulação a data estava em branco. Refiz várias vezes, mas sem sucesso.",9,7,40.0,conseguir durante processo fornecer data prever data branco refiz varias sucesso
341,5,2,2,4,4,3,3,4,4,3,"Eu gostei muito da ideia deste módulo Simulador de Aposentadoria, mas achei um pouco confuso em virtude das várias alterações legislativas, dentre ela, a reforma da previdência. No meu caso, sou professor EBTT, tenho 51 anos e 20 anos de contribuição como servidor público (professor EBTT) e o simulador não foi consistente no resultado se eu poderia me aposentar aos 61 anos com 30 anos de contribuição ou se eu me enquadro na reforma da previdência que terei de me aposentar com idade mínima de 65.",13,9,55.0,gostar ideia modulo confuso virtude varias alteracao legislativo dentre reforma previdencia professor ebtt ano ano contribuicao publico professor ebtt consistente resultado ano ano contribuicao enquadro reforma previdencia idade pequeno
342,4,5,1,5,1,5,1,5,1,5," Creio que o simulador deveria ser mais fácil e mais explicativo. Aparecem mensagens as quais não entendo. Penso que se é uma ferramenta para o servidor ter noção sobre a aposentadoria, o recurso de deveria ser mais fácil e intuitivo.",3,0,7.5,crer facil explicativo aparecer mensagem enter pensar ferramenta nocao recurso facil intuitivo
344,4,2,5,4,4,3,5,4,4,4,GOSTEI DE TER UMA LUZ PARA TER ALGUM ESCLARECIMENTO A MAIS PARA SABER A DATA PROVAVEL PARA PEDIR A APOSENTADORIA.,17,8,62.5,gostar luz algum esclarecimento data provavel pedir
347,2,4,3,3,3,5,4,4,2,4,A minha data de ingresso estava correta porém o tempo total de contribuição até a data de hoje estava errada e não tem a opção de identificar o que estava sendo computado errado.,9,5,35.0,data ingresso correto total contribuicao data hoje errado opcao identificar computar errar
350,3,2,5,2,4,4,4,1,2,2,A contagem do prazo no serviço público está interrompida desde a data da Emenda Constitucional,13,14,67.5,contagem prazo publico interrompido data emenda constitucional
356,5,5,2,5,1,5,1,5,1,5,A proposta é ótima. Mas parece precisar de aprimoramentos. Não entendi porque o resultado de todas as opções foi zero. Não é clara a diferença entre as opções de simulação. Sugestão: elaborarem vídeos com explicações com linguagem clara e demonstrações com exemplos hipotéticos.,5,0,12.5,proposta otimo parecer precisar aprimoramento entendi resultado opcao claro diferenca opcao sugestao elaborar video explicacao linguagem claro demonstracao hipotetico
357,4,3,3,3,3,3,3,3,3,3,,11,10,52.5,
358,3,3,3,3,1,4,3,3,1,3,O simulador NÃO está utilizando os meus tempos de serviço estadual e municipal que já estão averbados no meu assentamento funci9nal,6,9,37.5,utilizar estadual municipal averbar assentamento funcinal
359,4,4,5,3,1,5,3,5,3,4,O simulador não considera todos os meus vínculos com o serviço público.,11,4,37.5,considerar vinculo publico
360,4,1,5,1,2,2,5,1,2,1,Um recurso que faltava,13,19,80.0,recurso faltar
362,3,3,4,2,3,3,3,3,3,3,,11,11,55.0,
366,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
371,5,3,3,3,1,5,3,3,3,3,"Sou servidora movimentada para outro órgão e o simulador não funciona para mim. No perfil do órgão de origem aparece a mensagem ""Erro ao acessar rotina O92116GX. Código: 1. Mensagem: SERVIDOR(A) SEM DADOS DE INGRESSO NO SERV. PÚBLICO."" No perfil do órgão de exercício atual aparece a mensagem ""Sua situação funcional não se enquadra entre as previstas para simulação de aposentadoria."" ",10,8,45.0,servidora movimentar outro orgao funcionar perfil orgao origem aparecer mensagem erro acessar rotina ogx codigo mensagem dado ingresso serv publico perfil orgao exercicio atual aparecer mensagem situacao funcional enquadrr prever
372,3,3,2,4,3,1,3,4,3,2,Não,9,11,50.0,
373,5,1,5,1,4,4,5,1,3,1,"O simulador busca o que está somente no CNIS, mas a informação no CNIS nem sempre expressa a realidade, como no meu caso computou 1 ano a menos.",17,17,85.0,buscar cnis informacao cnis expressar realidade computar ano
374,5,1,5,1,1,5,5,1,1,1,"Meus dados estão errados no simulador .Solicitei uma certidão só para propiciar a correção. A certidão foi emitida errada com os mesmos dados errados constantes no simulador . Pedi correção da certidão, foi emitida nova com dados corretos, mas no simulador continuam os dados errados. ( meu tempo de serviço publico está á menor, não obstante seja todo federal )",12,16,70.0,dado errado solicitei certidao propiciar correcao certidao emitir errar dado errar constante pedir correcao certidao emitir dado correto continuar dado errar publico pequeno obstante federal
376,5,1,5,5,5,1,5,1,5,1,"Penso que o simulador é fácil de ser usado, todavia não concordo com a resposta. No meu caso, terei que trabalhar mais 2 anos, além dos 62, todavia até lá certamente teremos outra reforma. ",20,16,90.0,pensar facil todavia concordo resposta trabalhar ano todavia outro reforma
381,4,2,3,1,3,4,3,4,4,4,,12,10,55.0,
383,3,2,5,2,2,2,4,2,5,1,"Tem que deixar alterar a data de início no serviço público, pois no meu caso já vim de outro órgão (04/1998). Tem que deixar incluir vínculos de CTC RGPS, pois é apenas uma simulação.",14,16,75.0,deixar alterar data publico vir outro orgao deixar incluir vinculo ctc rgp
385,4,4,5,4,4,3,4,3,4,3,"Acho que para quem já tinha exercido a profissão de professor em outras instituições públicas, o programa já deveria somar o tempo de serviço  e não aconteceu. Então tenho que ver ar para que o sistema mostre real.ente quanto tempo falta para minha aposentadoria, pois já tenho 30 anos de contribuição, faltando a idade (7 anos) e mais algum tempo de serviço talvez!!!",16,8,60.0,exercer profissao professor outro instituicao publico programa somar acontecer mostre real ente ano contribuicao faltar idade ano algum
388,4,2,4,2,2,2,2,2,4,2,regular,11,15,65.0,regular
390,3,2,5,3,4,2,4,1,3,2,,14,15,72.5,
391,4,1,5,3,3,2,4,1,4,1,Deveria ser possível incluir o período trabalhado no regime geral,15,17,80.0,incluir periodo trabalhar regime
395,4,1,5,1,5,1,5,1,5,1,"O SIMULADOR É ÓTIMO, RUIM VAI SER MINHA APOSENTADORIA SÓ EM 2058. ",19,20,97.5,ruim
396,5,4,5,2,5,2,5,2,5,2,,20,13,82.5,
398,4,4,2,4,3,4,2,4,2,3,"Eu entrei no serviço público em 27.11.1992, tornei-me efetivo em 1999, sempre como professor de Educação Básica  do Ensino Público do Estado de São Paulo, desde então não tive nenhum dia fora do serviço público (embora tenha uma licença sem vencimento entre os anos de 2004 e 2006). Esse tempo ainda não foi averbado pelo minha Instituição atual, mas o Simulador não traz a opção de considerar esse tempo. ",8,6,35.0,entrar publico tornei efetivo professor educacao basico ensino publico paulo nenhum dia publico licenca vencimento ano averbar instituicao atual opcao considerar
399,5,2,4,4,2,2,4,1,4,2,,14,14,70.0,
403,4,1,4,4,3,2,3,2,2,2,"Não tive certeza se o simulador traz o resultado correto de minha aposentadoria. De qualquer forma, ajudou bastante para se ter uma ideia do tempo. ",11,14,62.5,resultado correto ajudar ideia
406,1,5,1,5,5,5,1,5,1,5,,4,0,10.0,
410,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
411,5,1,5,4,4,1,5,1,5,1,Servidor público com pouco tempo de serviço não consegui fazer simulação.,19,17,90.0,publico conseguir
412,3,2,4,4,4,3,4,2,4,3,,14,11,62.5,
413,5,1,5,1,3,1,1,1,5,1,,14,20,85.0,
415,4,4,4,1,3,2,3,2,3,1,,12,15,67.5,
416,5,4,4,4,4,1,4,2,4,2,,16,12,70.0,
417,2,4,2,4,2,4,2,4,5,4,,8,5,32.5,
419,4,4,1,4,4,4,3,4,1,2,Em nenhuma das possibilidades consegui simular o valor de minha aposentadoria. ,8,7,37.5,nenhum possibilidade conseguir
420,5,1,4,1,4,1,5,1,4,1,Sugiro detalhar as gratificações que após aposentado o servidor terá no seu contracheque.,17,20,92.5,sugiro detalhar gratificacao contracheque
421,2,2,5,2,4,4,4,2,5,1,"O simulador não leva em conta a aposentadoria de servidor com deficiência, que é APOSENTADORIA ESPECIAL. Para mim é uma falha séria. ",15,14,72.5,levar conta deficiencia especial falha serio
424,3,1,5,1,5,1,5,1,5,1,,18,20,95.0,
426,5,3,2,4,2,3,2,4,2,3,,8,8,40.0,
429,5,1,1,1,1,5,3,3,1,3,Simulador não consegue entender minha data de entrada no serviço público e não dá continuidade na simulação.,6,12,45.0,conseguir entender data entrada publico continuidade
430,5,2,5,1,4,1,5,1,5,1,"Ouvi dizer que,  caso o servidor opte por se aposentar pela condição da média dos recolhimentos,  a paridade dos reajustes serão condicionadas aos reajustes do INSS. Talvez seja importante deixar esclarecido essa condição para o servidor ter mais insumos para sua decisão. ",19,19,95.0,ouvir optar condicao media recolhimento paridade reajuste condicionar reajuste inss importante deixar esclarecer condicao insumo decisao
431,5,1,5,1,4,5,1,1,5,1,Não tenho sugestões.,15,16,77.5,sugestao
432,3,4,2,5,3,3,2,4,2,3,,7,6,32.5,
437,4,1,5,1,2,4,5,1,4,2,"Gostaria que fosse incluído a possibilidade de inclusão de vínculo com remuneração, apenas para simular, para ter ideia se vale ou não a inclusão de um vínculo na CTC.",15,16,77.5,gostar incluir possibilidade inclusao vinculo remuneracao ideia valer inclusao vinculo ctc
439,2,1,2,2,2,2,2,1,2,2,,5,17,55.0,
443,5,4,4,4,4,2,4,2,2,1,Poderiam fazer um video de apresentação sobre como usar ,14,12,65.0,video apresentacao
444,4,3,4,3,4,3,3,1,3,3,,13,12,62.5,
445,5,1,5,1,1,5,1,1,5,5,"Fácil de usar, apesar de eu achar que o calculo da mina aposentadoria estar errado",12,12,60.0,facil apesar calculo mina errado
446,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
449,1,1,2,1,1,1,2,1,1,1,,2,20,55.0,
452,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
456,5,1,5,5,5,1,5,1,5,1,Sou deficiente físico e não encontrei a opção de simulação. A partir de quando estará disponível?,20,16,90.0,deficiente fisico encontrar opcao disponivel
457,5,1,5,5,1,5,5,1,5,1,Acredito que seria muito vantajoso se o simulador pudesse computar simulações com tempo de contribuição do INSS em periodo integral ou parcial (de acordo com a necessidade de cada servidor). E que pudesse informar com maior clareza quais as perdas no vencimento do servidor que está simulando sua aposentadoria.,16,12,70.0,acreditar vantajoso computar contribuicao inss periodo integral parcial acordo necessidade informar clareza perda vencimento
460,4,2,4,2,4,3,4,2,3,2,"Achei uma ótima iniciativa incluir o simulador de aposentadoria no SouGov. Ainda falta muito tempo para me aposentar, então não sei busquei informações específicas nem posso falar sobre inconsistências. De modo geral, o sougov fica melhor e facilita a vida do servidor a cada nova funcionalidade. Acredito que é uma forma de responder às dúvidas dos servidores com mais celeridade, ao mesmo tempo em que retira dos setores de recursos  humanos tarefas mais simples e que podem ser automatizadas. ",14,14,70.0,otimo iniciativa incluir sougov faltar busquei informacao especifico falar inconsistencia modo sougov facilitar vida funcionalidade acreditar responder duvida celeridade retirar setor recurso humano tarefa simples automatizar
461,1,5,1,5,1,4,2,5,1,4,"Deveria levar em consideração os anos anteriores ao ingresso no serviço público federal (iniciativa privada, estado, município etc.),  que não foram  computados. Portanto, penso que deveria ter um mecanismo junto ao INSS afim de somar a totalidade de contribuições, para se ter uma soma real.",1,2,7.5,levar consideracao ano anterior ingresso publico federal iniciativa privado municipio etc computar pensar mecanismo junto inss afim somar totalidade contribuicao soma real
463,5,3,5,5,5,1,5,1,5,3,,20,12,80.0,
468,5,1,1,1,5,1,5,1,5,2,"Achei excelente! Sua utilização evitará sobrecarga de trabalho para os órgãos de Gestão de Pessoas, principalmente, em processos de Abono de Permanência, uma vez que quem tem direito a aposentadoria, faz juz ao abono de permanência.",16,19,87.5,excelente utilizacao evitar sobrecarga trabalho orgao gestao pessoa principalmente processo abono permanencia direito juz abono permanencia
472,4,4,3,5,3,3,1,3,1,3,Sugiro q haja um manual (link) q explique a legislacao e também  ajude a optar entre as alternativas que resultam no melhor provento estimado.,7,7,35.0,sugiro manual link explique legislacao ajude optar alternativa resultar provento estimar
475,2,2,2,2,3,3,3,2,2,3,"Não me atende, pois que como PcD, não me ajudou a simulação.",7,13,50.0,atender pcd ajudar
476,5,2,5,3,3,1,5,1,3,3,Penso que colocar exemplos hipotéticos de aposentadoria poderia contribuir para o entendimento mais efetivo.,16,15,77.5,pensar colocar hipotetico contribuir entendimento efetivo
477,4,1,5,1,5,1,5,1,4,1,,18,20,95.0,
480,4,4,4,4,4,4,4,4,4,4,"O simulador é útil sim. Mas a informação mais importante não é clara. Qual aposentadoria é mais vantajosa. Qual escolher, no caso de se enquadrar em todas. ",15,5,50.0,util informacao importante claro vantajoso escolher enquadrar
485,3,5,2,5,3,2,2,4,1,3,Solicito que seja feito um simulador de aposentaria exclusivo para professores já que as regras são um pouco diferente dos demais servidores.,6,6,30.0,solicitar exclusivo professor regra diferente
487,3,4,2,1,3,2,2,4,3,3,,8,11,47.5,
489,1,2,1,1,5,1,5,1,5,1,,12,19,77.5,
492,3,3,3,3,3,3,3,3,3,3,,10,10,50.0,
494,5,4,3,4,3,4,2,3,3,3,,11,7,45.0,
496,1,1,5,1,3,1,5,1,5,1,Fiquei na dúvida se o valor apresentado como provento mensal estimado é bruto ou líquido. Sugeriria que o provento mensal estimado fosse apresentado com os itens de pagamento e descontos.,14,20,85.0,fiquei duvida provento mensal estimar bruto liquido sugerir provento mensal estimar item pagamento desconto
498,5,3,5,5,5,2,5,1,5,2,,20,12,80.0,
500,2,2,5,1,5,1,5,1,2,1,"Triste porque vi que ainda falta muito tempo para aposentar!
Mas excelente funcionalidade.",14,19,82.5,tristir faltar excelente funcionalidade
507,5,1,5,1,5,3,5,1,5,3,"Apesar de já estar no periodo de aposentar, não consegui passar da primeira etapa. Creio que esteja em fase de implantação e portanto, ainda necessitando de ajustes. Considero uma importante ferramenta para agilizar o processo de simulação de aposentadoria e consequentemente podermos avaliar as possibilidades, garantindo os melhores benefícios. ",20,16,90.0,apesar periodo conseguir passar etapa crer fase implantacao necessitar ajuste considerar importante ferramentar agilizar processo consequentemente avaliar possibilidade garantir beneficio
508,4,3,3,5,4,3,4,4,4,4,"Não consegui usar o simulador, vou tentar em outro momento ",14,6,50.0,conseguir outro
512,4,3,3,3,3,3,3,3,3,3,No meu caso está apresentando um erro. Mas não dá informações sobre como posso corrigir o erro. Acho que isso é fundamental. O simulador deve apresentar as possíveis soluções. ,11,10,52.5,erro informacao corrigir erro fundamental solucao
513,5,2,4,1,5,1,4,1,5,3,,18,17,87.5,
516,5,5,5,5,5,4,5,2,3,2,,18,7,62.5,
517,5,1,4,1,3,1,5,1,5,1,,17,20,92.5,
520,5,1,5,1,5,1,5,1,5,1,O simulador de aposentadoria é fácil de usar  e muito eficiente. ,20,20,100.0,facil eficiente
522,3,1,4,1,4,2,4,1,4,1,,14,19,82.5,
525,4,2,4,3,1,5,3,3,1,3,Dados anotados errados. Além da ausência de opção para solicitar correção ou retificar a identificação de erros.,8,9,42.5,dado anotar errado ausencia opcao solicitar correcao retificar identificacao erro
