ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria."
443,5,4,4,4,4,2,4,2,2,1,Poderiam fazer um video de apresentação sobre como usar 
444,4,3,4,3,4,3,3,1,3,3,
445,5,1,5,1,1,5,1,1,5,5,"Fácil de usar, apesar de eu achar que o calculo da mina aposentadoria estar errado"
446,5,1,5,1,5,1,5,1,5,1,
449,1,1,2,1,1,1,2,1,1,1,
452,5,1,5,1,5,1,5,1,5,1,
456,5,1,5,5,5,1,5,1,5,1,Sou deficiente físico e não encontrei a opção de simulação. A partir de quando estará disponível?
457,5,1,5,5,1,5,5,1,5,1,Acredito que seria muito vantajoso se o simulador pudesse computar simulações com tempo de contribuição do INSS em periodo integral ou parcial (de acordo com a necessidade de cada servidor). E que pudesse informar com maior clareza quais as perdas no vencimento do servidor que está simulando sua aposentadoria.
460,4,2,4,2,4,3,4,2,3,2,"Achei uma ótima iniciativa incluir o simulador de aposentadoria no SouGov. Ainda falta muito tempo para me aposentar, então não sei busquei informações específicas nem posso falar sobre inconsistências. De modo geral, o sougov fica melhor e facilita a vida do servidor a cada nova funcionalidade. Acredito que é uma forma de responder às dúvidas dos servidores com mais celeridade, ao mesmo tempo em que retira dos setores de recursos  humanos tarefas mais simples e que podem ser automatizadas. "
461,1,5,1,5,1,4,2,5,1,4,"Deveria levar em consideração os anos anteriores ao ingresso no serviço público federal (iniciativa privada, estado, município etc.),  que não foram  computados. Portanto, penso que deveria ter um mecanismo junto ao INSS afim de somar a totalidade de contribuições, para se ter uma soma real."
463,5,3,5,5,5,1,5,1,5,3,
468,5,1,1,1,5,1,5,1,5,2,"Achei excelente! Sua utilização evitará sobrecarga de trabalho para os órgãos de Gestão de Pessoas, principalmente, em processos de Abono de Permanência, uma vez que quem tem direito a aposentadoria, faz juz ao abono de permanência."
472,4,4,3,5,3,3,1,3,1,3,Sugiro q haja um manual (link) q explique a legislacao e também  ajude a optar entre as alternativas que resultam no melhor provento estimado.
475,2,2,2,2,3,3,3,2,2,3,"Não me atende, pois que como PcD, não me ajudou a simulação."
476,5,2,5,3,3,1,5,1,3,3,Penso que colocar exemplos hipotéticos de aposentadoria poderia contribuir para o entendimento mais efetivo.
477,4,1,5,1,5,1,5,1,4,1,
480,4,4,4,4,4,4,4,4,4,4,"O simulador é útil sim. Mas a informação mais importante não é clara. Qual aposentadoria é mais vantajosa. Qual escolher, no caso de se enquadrar em todas. "
485,3,5,2,5,3,2,2,4,1,3,Solicito que seja feito um simulador de aposentaria exclusivo para professores já que as regras são um pouco diferente dos demais servidores.
487,3,4,2,1,3,2,2,4,3,3,
489,1,2,1,1,5,1,5,1,5,1,
492,3,3,3,3,3,3,3,3,3,3,
494,5,4,3,4,3,4,2,3,3,3,
496,1,1,5,1,3,1,5,1,5,1,Fiquei na dúvida se o valor apresentado como provento mensal estimado é bruto ou líquido. Sugeriria que o provento mensal estimado fosse apresentado com os itens de pagamento e descontos.
498,5,3,5,5,5,2,5,1,5,2,
500,2,2,5,1,5,1,5,1,2,1,"Triste porque vi que ainda falta muito tempo para aposentar!
Mas excelente funcionalidade."
507,5,1,5,1,5,3,5,1,5,3,"Apesar de já estar no periodo de aposentar, não consegui passar da primeira etapa. Creio que esteja em fase de implantação e portanto, ainda necessitando de ajustes. Considero uma importante ferramenta para agilizar o processo de simulação de aposentadoria e consequentemente podermos avaliar as possibilidades, garantindo os melhores benefícios. "
508,4,3,3,5,4,3,4,4,4,4,"Não consegui usar o simulador, vou tentar em outro momento "
512,4,3,3,3,3,3,3,3,3,3,No meu caso está apresentando um erro. Mas não dá informações sobre como posso corrigir o erro. Acho que isso é fundamental. O simulador deve apresentar as possíveis soluções. 
513,5,2,4,1,5,1,4,1,5,3,
516,5,5,5,5,5,4,5,2,3,2,
517,5,1,4,1,3,1,5,1,5,1,
520,5,1,5,1,5,1,5,1,5,1,O simulador de aposentadoria é fácil de usar  e muito eficiente. 
522,3,1,4,1,4,2,4,1,4,1,
525,4,2,4,3,1,5,3,3,1,3,Dados anotados errados. Além da ausência de opção para solicitar correção ou retificar a identificação de erros.
526,4,1,5,1,2,1,4,1,5,1,
528,5,1,5,1,5,1,5,1,5,1,"O simulador está excelente! Simples, com as informações básicas necessárias a uma boa compreensão do que nos espera. A necessidade de mudança não está no simulador, mas na regência da aposentadoria, que fica cada vez mais distante dos trabalhadores."
530,2,4,2,4,1,2,1,4,1,4,Não é autoexplicativo.
531,5,2,2,3,2,5,2,3,1,3,
534,5,1,5,1,5,5,5,1,5,1,"Acho que meus dados temporais não estão corretos, pois ingressei no serv publ em 1997, tenho 27 anos de serviço e não 24 como consta no simulador "
535,5,1,5,5,5,5,5,1,5,1,"Creio que é uma grande iniciativa, sou grato."
536,5,4,2,2,4,1,4,4,4,4,
537,4,2,2,4,3,3,3,2,3,5,
543,5,4,5,1,5,2,5,1,5,1,
546,5,1,4,1,4,1,5,1,4,1,"Este serviço é muito importante e veio facilitar a vida do servidor, principalmente do que está mais próximo de se aposentar."
549,4,4,2,4,2,3,3,4,3,3,"Não sabia como utilizar o sistema direito, apenas vi com que idade me aposentaria."
551,5,1,5,1,5,3,4,2,5,1,Minha sugestão é que sempre utilizem ferramentas intuitivas. Nem todos conseguem transitar por esse espaço de forma fácil. 
553,5,4,2,5,5,2,4,4,2,5,Pra quem não domina a legislação ou trabalha em RH...acho que fica um pouco confuso. 
555,4,1,5,1,4,3,5,1,4,1,
557,5,1,5,1,4,3,2,1,5,1,"Gostaria de parabenizar a equipe responsável pelo desenvolvimento do simulador de aposentadoria no SouGov. A ferramenta é extremamente intuitiva e prática, facilitando o planejamento da aposentadoria de maneira clara e acessível. É uma inovação que demonstra o compromisso com a transparência e a qualidade dos serviços prestados aos servidores. Sem dúvida, esse simulador representa um grande avanço na gestão pública."
558,5,5,1,5,1,5,1,5,5,5,"Achei péssimo o app, me senti burra. Não consegui entender o que ele descrevia nas opções. Dificílimo "
560,5,1,5,1,5,1,5,1,5,1,
561,4,5,1,4,3,3,3,4,1,4,"Pretendo usar outras vezes e aprender cada vez mais. Provavelmente, ao usar com mais frequência, a familiaridade ajudará com o uso."
562,5,1,5,1,5,1,5,1,5,1,Parabéns pelo ótimo serviço com relação à Simulação de Aposentadoria.
563,5,1,5,1,5,2,5,1,5,1,"O simulador não apresenta o tempo de contribuição no regime do INSS. O cálculo é feito exclusivamente com o tempo de contribuição no serviço público, deveria incluir também o tempo pelo INSS."
564,5,1,5,1,4,1,5,1,4,1,
565,5,4,4,3,4,2,3,2,3,2,"Gostaria que fosse disponibilizado cálculo estimado do valor da aposentadoria.

Ainda tenho dúvidas sobre a regra para os servidores que ingressaram no serviço público entre 2004 e 2013. Como é a contagem de tempo para aposentadoria e qual o cálculo para saber o valor a receber na aposentadoria."
566,3,3,3,3,3,3,3,3,3,3,
570,1,4,3,1,3,3,1,1,1,1,Creio que deveria informar o melhor cálculo ao invés de termos que entrar um por um para saber qual o mais vantajoso 
571,5,3,3,3,1,5,1,3,1,4,O simulador não funciona corretamente ao juntar tempo do serviço privado com o público.
574,5,1,5,1,4,2,4,1,4,1,
579,1,3,3,3,3,3,4,3,4,3,Letras muito pequenas pra ler. 
580,4,2,5,1,4,2,5,1,2,1,
581,5,5,5,1,5,1,1,5,5,1,
583,4,3,4,2,4,3,5,2,4,3,"Eu achei fácil de usar, parabéns "
584,5,3,5,3,3,3,3,2,3,2,
587,5,1,5,2,4,1,5,1,2,2,
588,2,2,1,1,2,1,1,1,2,1,
593,5,1,3,1,4,3,4,1,3,1,"Expor os períodos contados, inclusive as averbações "
594,4,5,5,5,5,4,4,4,4,4,"É plenamente confiavel.
Foi facil usar .
"
595,5,1,5,4,5,1,5,1,5,5,Muito prático e eficiente 
597,5,1,5,1,4,1,4,1,5,1,O simulador deveria ter a opção de inclusão de vínculo do RGPS para um melhor entendimento quanto ao tempo real de trabalho. Está muito engessado na forma atual.
601,4,4,4,4,4,4,4,4,4,4,Bom
603,4,2,5,3,3,2,4,5,2,4,"Sugiro apontar claramente no simulador qual situação é mais favorável para o servidor se aposentar com os benefícios integrais, eximindo de futuras ações judiciais."
613,5,5,5,1,5,1,5,1,2,2,Excelente trabalho dos servidores 
617,5,1,5,1,4,2,5,1,5,1,"Podem ser inseridos dois  campos:
1. Com estimativa de valor da aposentadoria;
2. O servidor consiga inserir ou suprimir tempo de contribuição, para ajustar a pesquisa."
618,5,1,5,1,5,1,4,1,5,1,
619,4,2,5,1,3,5,4,2,2,2,"A ideia é boa, mas os dados, pelo menos no meu caso, estão errados. Estou no serviço público desde 2010 e o simulador informa que tenho 4 anos de serviço público. Pelo que entendi, está pegando apenas as informações do último concurso."
620,4,1,5,1,4,3,4,1,4,1,"Na minha opinião faltou a opção de permitir que o servidor informe de forma manual os períodos de trabalho. Quando têm vínculos em outros órgãos o aplicativo não busca de forma correta todos os períodos. Portanto,  sem poder informar de forma manual a simulação fica prejucada."
622,5,1,5,1,5,4,5,1,4,1,Excelente ferramenta! 
627,5,1,5,1,4,1,4,1,5,1,
628,5,1,5,1,5,4,5,1,5,1,
635,5,1,5,5,5,4,4,1,5,4,
637,3,5,4,1,3,5,3,2,3,1,Não possui a aplicação de aposentadoria especial para PCD. Não ficou claro se essa vinculação se dá no cadastro ou é uma opção simulada!
638,4,1,5,1,5,1,5,5,5,1,Não tenho nada
642,5,1,5,1,5,1,5,1,5,1,"COM TANTAS REGRAS E MUDANÇAS A SEREM CUMPRIDAS PELO SERVIDOR O SIMILADOR FOI UM FACILITADOR E MOSTROU COM TRANSPARÊNCIA AS RESPOSTAS CLARAS AS MINHAS DÚVIDAS. PARABÉNS E QUE AS NOVAS MUDANÇAS SEJAM SEMPRE INTUITIVAS E FÁCEIS DE INTERAGIR ""ESTAMOS ENVELHECENDO E MUITAS FEZES O SIMPLES PARA MUITOS E DIFICIL PARA A MINORIA"", NESSAS MINORIAS É DEVEMOS SEMPRE PENSAR. "
644,5,1,5,1,3,3,4,1,5,3,Ferramenta de muita utilidade. 
645,5,1,5,1,5,3,4,1,5,1,"As minhas opiniões podem não refletir as de grande parte dos servidores porque eu já tive contato com o antigo simulador da CGU, com o do INSS, mas mesmo assim achei bem intuitivo esse Simulador do SouGov. ¿¿"
646,1,2,1,1,2,2,1,1,2,1,Falta apenas à valor a receber
647,5,3,4,4,4,4,3,3,3,3,"Prezados, deveria ter um campo que incorporasse o tempo de serviço do Regime Geral (INSS), e apresentasse ao servidor qual opção melhor de aposentadoria, isto é, pelo Regime Próprio ou pelo Regime Geral. 
Tivesse um campo para emissão da certidão de solicitação de averbação para os dois Regimes.

Sem mais,
Christiane."
648,5,4,2,4,4,3,2,4,4,3,"O simulador precisa ser mais objetivo. Por exemplo: se o usuário não se enquadra em nenhuma regra transitória, isso deveria estar claro, apresentando para ele apenas a situação real e possível para a aposentadoria."
649,3,5,5,1,4,1,5,1,5,1,Bom com o resultado apresentado eu pude decidir quando irei solicitar a Aposentadoria Voluntária.
650,4,2,4,2,4,2,4,2,3,1,Seria interessante que o simulador apresentasse valores considerando as contribuições realizadas até o momento.
651,5,3,5,3,5,3,5,3,3,3,
655,3,2,4,2,3,2,4,2,4,2,"Acho que sistema deveria indicar a modalidade mais vantajosa para o servidor. Quem tem mais de uma opção fic inseguro de escolher, achando que pode estar perdendo alguma coisa."
656,4,2,4,2,4,3,5,1,5,1,Parabéns pela iniciativa e desenvolvimento do Simulador! Ótima ferramenta!
660,5,3,2,1,5,1,4,1,5,2,"Gostei muito, podemos usar o relatório  no pedido de aposentadoria?"
663,5,1,5,1,5,1,5,1,5,1,
664,5,5,5,5,5,5,5,5,5,5,"Ferramenta muito boa. Espero que os pedidos de aposentadoria seja mais rápido, pois, o que está ocorrendo é um desrespeito ao servidor que contribuiu tanto para o Serviço Público."
666,4,1,4,1,5,1,5,1,5,1,Excelente ferramenta para o servidor.
667,5,1,5,1,5,1,5,1,5,1,"Gostei do simulador de aposentadoria, seria interessante acrescentar uma aba de pendência de documentos, pois solicitei simular minha aposentadoria pelo SEI, e houve pendência de documentos que estou tentando obter de outros local de trabalho anterior e do INSS (os quais demoram a dar retorno). Solucionar essas pendências com antecedência seria de muita utilidade, para o interessado a se aposentar não ter que fazer isso depois, quebrando a expectativa da aposentadoria. "
668,5,3,4,2,4,1,5,2,5,2,"Muito boa a iniciativa. De uma forma bem objetiva, me apresentou respostas que eu nunca conseguia obter com precisão no órgão em que trabalho. Gostaria de sugerir somente uma breve explicação das leis mencionadas, que por vezes o texto não parece tão claro para o leigo. Adorei o simulador e pretendo utilizá-lo de tempo em tempo. 
Super grato pelo empenho no desenvolvimento."
670,5,1,5,1,5,1,5,1,5,1,
675,5,1,5,1,5,1,5,1,5,1,
676,3,3,2,2,2,1,2,2,2,1,As explicações sobre as opções de aposentadoria poderiam ser mais simples e claras
677,4,2,5,4,4,2,5,2,4,2,Deveria haver orientação clara sobre qual é a condição em que o servidor se encaixa para sua expectativa de aposentadoria 
683,5,5,5,4,5,4,5,5,2,1,
687,3,2,2,4,2,4,2,4,4,2,"O que faltou na simulação foi a opção de incluir tempo já que a maioria não tem a CTC ainda , mas gostaria de simular com a opção de inclusão para saber se vale a pena "
688,4,4,4,1,4,1,4,1,4,1,
689,4,4,4,4,2,2,1,3,2,2,"Não entendi de fato qual o valor que receberei no futuro, qual será o salário de aposentadoria."
692,5,1,1,1,5,1,5,1,3,1,"No simulador,  deveria importar o tempo do servidor no RGPS e constar a seguinte pergunta: ""Deseja utilizar o tempo no RGPS na simulação? """
693,5,1,5,1,5,2,5,1,5,1,"O grande problema do simulador, são as atualizações, dependendo dos setor e dos recursos humanos, que são ineficientes."
694,3,1,5,1,1,5,5,1,1,1,"Eu apresentei uma certidão de contagem recíproca que já foi averbada, mas o simulador não a leva em consideração, portanto, é uma falha grotesca"
696,5,1,5,4,5,1,5,1,4,2,"Sugiro informarem que é necessário averbar, tbm, as contribuições, qdo for necessário à aposentadoria do servidor. Não existe nenhuma sinalização a respeito e nem o RH do meu órgão soube me orientar. Tive que buscar orientação externa, pois já havia averbado o tempo de contribuição e não entendi o valor de aposentadoria apresentado no simulador, mais alto que minha remuneração atual
Obrigada pela oportunidade!"
698,3,1,5,1,4,2,5,1,4,1,
701,5,1,5,1,5,1,5,1,5,1,
704,5,2,5,2,5,2,5,5,5,3,Simulador muito útil.
705,5,5,5,1,4,1,5,1,4,2,
708,1,2,3,3,2,3,2,3,2,3,
709,1,1,4,3,1,3,3,2,1,3,"O simulador só conta o tempo que falta para as duas opções de tempo de contribuição a partir da data de ingresso no serviço público. Não dirime dúvida alguma, não informa nada novo. Talvez agilize alguma coisa no caso de um servidor que já tenha cumprido os requisitos pra aposentadoria, o que não ¿é o meu caso. Se houver alguma funcionalidade nesse caso, pode ter alguma utilidade, mas aí a pessoa com certeza já terá o apoio do seu setor de gestão de trabalho e não é mais necessário um simulador."
710,5,2,4,1,5,3,5,1,4,4,"Achei fantástico! Desburocratizou e eliminou o tempo de espera do RH analisar e responder. 
Facilitou muitíssimo o planejamento do projeto de aposentadoria. 
Espero que as informações que obtive sejam plenamente confiáveis pois mudou radicalmente meu projeto de Vida!"
711,5,2,4,2,4,4,4,2,5,2,"Sem sugestões no momento. 
Gostei da ferramenta, é útil e importante para o servidor ."
714,3,3,3,2,3,4,3,3,3,1,"Ao utilizar o simulador, a data prevista e os rendimentos previstos apareceram como ""0000"". Seria interessante uma integração com os dados do Meu INSS para buscar contribuições anteriores ao serviço público e poder contabilizar todas as contribuições do servidor."
715,4,3,3,2,4,2,4,2,5,5,Eu gostei e foi muito útil  
718,5,1,5,1,5,1,4,1,5,2,"Com o simulador de aposentadoria é possível planejar o futuro, sem precisar fazer solicitação a alguém."
721,5,1,5,1,4,1,5,1,4,1,"Não entendi porque o simulador não contabilizou a licença premio que não gozei enquanto servidora municipal. 
A contagem das contribuições apresentam 8 meses de diferença do início do meu exercício no serviço público. 
Não observei dados dados sobre a insalubridade  o que fornece  outros calculos tanto para o tempo como para valores.
O servidor podendo ser de esferas variadas poderia ter um demonstrativo para cada, e ao final a unificação. 
Não vi local para envio de dúvidas ( siglas, perfuntas)"
723,4,2,2,2,4,2,2,2,4,2,"O simulador poderia ter um campo em que fosse inserido o tempo de outros órgãos públicos e/ou INSS que ainda não foram averbados. Já que há muitos servidores com tempo anterior ao ingresso no órgão ou Serviço Público e que ainda não averbou. Tal inclusão facilitaria sobremaneira a verificação. Além disso, poderia ter outras opções de aposentadoria como por doença e o cálculo do valor previsto da aposentadoria."
725,5,1,1,1,4,2,3,1,3,2,
726,2,2,2,2,2,5,2,2,1,2,"Não foi possível consultar o  meu tempo de contribuição até o momento e no meu entendimento seria importante ter essas informações pessoais no sistema, não sendo focado somente a quem está prestes a aposentar-se.
Também não foi possível a verificação da averbação do meu tempo em relação ao INSS no sistema, documento esse o qual já apresentei ao RH há muito tempo."
729,3,2,4,2,3,3,4,4,4,2,
732,2,2,5,3,4,2,4,2,4,2,É uma ferramenta que veio para ajudar a planejar a época da aposentadoria
733,4,3,2,3,2,3,3,4,1,4,"O sistema é confuso. Não é possível saber o tipo de aposentadoria em que nos enquadramos.
O sistema também não apresenta informações sobre o ""benefício especial"" para aqueles que fizeram a opção pelo RGPS.
"
